#{"t_start": 1572427180.555767, "env_id": "PongNoFrameskip-v4"}
r,l,t
-12.0,2998,1355.908665
5.0,3580,2749.774573
19.0,1855,4083.643512
19.0,1742,5397.476302
20.0,1733,6708.079686
20.0,1725,8018.345015
20.0,1794,9332.213202
21.0,1641,10634.578227
21.0,1640,11942.731549
19.0,1842,13262.605766
20.0,1701,14572.984044
18.0,1852,15890.940804
21.0,1628,17191.796179
21.0,1627,18485.265012
21.0,1625,19777.228686
21.0,1632,21072.716935
21.0,1625,22366.09659
21.0,1635,23662.003719
21.0,1635,24954.208178
