#{"t_start": 1572312013.2271128, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,818,281.170076
-15.0,1877,628.024788
-18.0,1897,953.570734
-13.0,2982,1392.367049
15.0,2373,1787.897796
18.0,2109,2251.880012
20.0,1801,2632.363579
19.0,1915,3033.35915
19.0,1817,3406.498133
20.0,1562,3780.684502
17.0,1936,3876.268569
14.0,2723,4249.297428
21.0,2156,4617.141245
17.0,2199,5006.135548
20.0,2068,5410.317879
20.0,1783,5768.918962
20.0,1623,6143.580071
21.0,2051,6550.810892
20.0,2112,6933.817157
18.0,2268,7318.50583
18.0,2002,7672.409623
21.0,2094,8032.498251
21.0,2053,8409.731639
20.0,1804,8759.099141
20.0,1807,8844.737978
20.0,1837,9169.459423
19.0,2074,9516.910172
20.0,1801,9874.029508
20.0,1805,10209.740659
20.0,1621,10543.780545
21.0,2097,10919.998514
20.0,2026,11340.589217
20.0,2219,11724.226168
19.0,2154,12136.314116
17.0,1945,12518.628121
20.0,2268,12916.679581
18.0,2423,13297.992614
20.0,3047,13710.201561
21.0,2093,14040.875935
20.0,2742,14442.574449
20.0,2086,14781.219558
